Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
Opulence Condominium Association,6460-1994,REG,396,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Park Ranch Estates Homeowners Association,0154742011-0,REG,19,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Cameron And Crestone Homeowners Association,0819252005-7,SUB,210,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
International Villas Homeowners Association,0136502011-0,REG,288,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Mannetta Lane Owners Association,11707-1998,REG,90,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
La Paloma Homeowners Association,0331272005-0,REG,157,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Northshore Estates Association,5311-1977,REG,24,(775) 853-9777,C/O Terra West Management Services,"6655 S.Cimarron Rd, Suite 200",Las Vegas,NV,89113,Washoe
Cortona Limited Homeowners Association,35477-2004,REG,95,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Sonata Homeowners Association,29575-2004,REG,48,(702) 856-3835,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Wolf Creek Estates Homeowners Association,24460-2003,REG,18,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Savannah Falls Homeowners Association,25965-2003,REG,91,(702) 856-3769,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Serenity Ridge Homeowners Association,0413332012-6,MSTR,158,(702) 856-3759,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Casitas On The Green Homeowners' Association,7943-2003,REG,142,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Washoe
Southwood Homes Owners Association,25656-1998,REG,4,(775) 853-9777,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Washoe
Calimesa Homeowners Association,25007-2002,REG,90,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Northern Terrace Homeowners Association,0823162006-3,SUB,920,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Calais At Falcon Ridge Owners' Association,30328-2002,SUB,63,(702) 346-2288,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Indian Hills Homeowners Association,12922-1996,SUB,92,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
"Cottages At Centennial Ranch Homeowners Association, The",6233-2004,REG,360,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Windmill Crossing Homeowners' Association,7888-1995,MSTR,0,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Cactus Spring Homeowners' Association,21359-2004,REG,52,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
San Sevino West At Southern Highlands Homeowners Association,32122-2003,SUB,45,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Canyon Trails Homeowners' Association,8204-2001,REG,291,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Independence Homeowners' Association,24751-2001,REG,391,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Lyon Estates Homeowners Association,0289032013-9,REG,179,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Sun City Summerlin Neighborhood Maintenance Association Inc,20312-1995,SUB,459,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Mystic Bay Association,21732-1998,SUB,101,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Sable Creek Homeowners Association,0683582005-2,REG,60,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Hualapai Ridge Homeowners Association,1122-2005,REG,59,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Day Dawn Crossing Homeowners Association,0163872005-8,REG,96,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89113,Clark
Sycamore Square I Homeowners Association,613-1997,REG,25,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Centennial Heights Homeowners Association,11638-2003,REG,120,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Parcel 48C Homeowners Association (Cottages),11323-2002,SUB,116,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Green Hills Homeowners Association Inc,13861-1995,REG,213,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Amarillo Homeowners Association,0528972005-1,REG,53,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
"Desert Trail Recreation Association, Inc.",19494-1994,SUB,0,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Tahoe Property Owners Association,13409-1993,REG,137,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Mountain Falls Homeowners Association,0238582005-3,REG,3200,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Nye
"Amber Hills Ii Homeowners' Association, Inc",7307-2002,REG,176,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Cimarron Ridge Association,0096802005-9,REG,70,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89113,Clark
Sycamore Estates Homeowners Association,27722-1997,REG,31,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Vita Bella Homeowners Association,0069472007-7,SUB,79,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Cinco Townhomes Homeowners' Association,0466032005-4,SUB,21,(702) 346-2288,C/O Terra West Management Services,1646 W Pioneer Blvd Ste 100,Mesquite,NV,89027,Clark
Citrus Gardens Homeowners Association,27258-1997,SUB,93,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Meadowbrook Homeowners Association,0094322005-9,REG,124,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Tapestry At Town Center Homeowners Association,11689-2004,REG,1229,702-362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Belli Ranch Estates Association,6360-1983,REG,68,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Washoe
Pavona Estates Association,24200-2002,REG,68,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Rock Springs Vista 7 Homeowners Association,1897-1991,REG,244,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Belle Crest Ii Homeowners Association,25062-1999,SUB,190,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Glenbrook Estates Homeowners Association,0401772006-6,REG,69,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Scottsdale Place Homeowners Association,1271-1988,REG,92,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Bellacere Community Association,13673-1999,SUB,59,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Magnolia At Summerlin Homeowners Association,6427-2003,SUB,101,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
"Rancho Alta Mira Owners Association, The",4178-1990,REG,1353,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Manhattan Homeowners' Association,27925-2004,REG,700,(702) 489-9184,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
"Loftworks Condominium Unit-Owners' Association, Inc",0018232010-3,REG,27,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Westpark Villas/Courtyards Homeowners Association,0574692006-4,SUB,304,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Castle Rock Homeowners Associations Of Round Hill,781-1966,REG,40,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Douglas
Palisades Estates Homeowner'S Association,11916-2004,REG,20,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Mountain Pointe Two Homeowners Association,20155-1995,SUB,120,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Rubicon (Meridiana) Homeowners Association,14044-1997,SUB,152,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
"Platinum Unit-Owners' Association, The",0625472006-0,REG,256,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89189,Clark
Cimarron Highlands Homeowners Association,0754582006-9,REG,28,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Blue Diamond Springs Landscape Maintenance Association Inc,15527-2003,REG,197,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Fairways At Fieldcreek Ranch Homeowners Association Inc,26135-2000,REG,65,(775) 853-9777,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Washoe
Sunridge Heights Homeowners Association,647-2004,SUB,180,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Las Lomas Homeowner'S Association,0295442005-6,SUB,87,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89113,Clark
Altessa Condominium Unit-Owners' Association Inc,0322092005-7,SUB,280,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Sunridge At Macdonald Ranch Community Association,1729-1995,MSTR,1090,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Alpine Terrace Property Owners Association,1290-1974,REG,24,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Washoe
Rainbow Villas Condominium Association,26244-1999,SUB,150,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89160,Clark
Altezza Homeowners Association Inc,9896-1996,SUB,128,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
"Foothills At Wingfield Homeowners Association, The",5346-2004,MSTR,2200,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Washoe
South Shores Community Association,3152-1989,MSTR,1221,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Green Valley Ranch Community Association Inc,5797-1994,MSTR,0,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Southern Hills Homeowners Association,0070372005-6,REG,191,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Royal Vista Homeowners Association,0403692011-5,SUB,97,(702) 346-2288,C/O Terra West Management Services,1646 W Pioneer Blvd Ste 100,Mesquite,NV,89027,Clark
Pebblecreek Community Association,16298-1997,REG,162,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Saddle Ridge Unit Owners Association,0069532007-5,SUB,66,(775) 853-9777,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Sterling Springs Homeowners Association,4139-1989,REG,399,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Solano Homeowners Association,10919-2003,SUB,132,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Taos Estates Community Association,8604-1994,SUB,91,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Diamond Bay Homeowners Association,4540-1989,SUB,70,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Turtle Rock Homeowners Association,10493-2004,REG,218,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Maplewood Homeowners Association,22953-2003,REG,44,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Clearacre Garden No 2 Homeowners Association,5783-1983,REG,100,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Washoe
Dorado Homeowners Association,1735-2005,SUB,94,(775) 853-9777,C/O Terra West Management Services,10651 Professional Circle Ste A,Reno,NV,89521,Washoe
Park Gate At Providence Homeowners Association,0329582006-4,SUB,170,(702) 736-9450,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Granada Pointe Limitied Homeowners Association,31475-2004,REG,75,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Cottonwoods Owners Association,3355-1992,REG,255,(702) 751-8702,C/O The Golf Doctor,6461 Wagonwheel Ct,Pahrump,NV,89061,Nye
Castle Rock Estates Association,14221-1999,SUB,94,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Setona Homeowners Association,9308-2001,SUB,130,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Heritage Oaks Homeowners Association,1999-1981,REG,24,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Granite Ridge Homeowners Association,17714-2003,REG,80,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Rancho Santa Fe Homeowners Association,1820-1988,REG,112,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Regency Village Owner'S Association Inc,2520-1970,REG,300,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Henderson,NV,89113,Clark
Coral Ridge Homeowners Association,14527-1994,REG,75,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Seneca Falls V Homeowners Association,18120-2003,REG,19,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Encantada Homeowner Association,5222-1992,REG,9,(702) 832-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Sherman Oaks Estates Owners Association,11584-1999,REG,22,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Ponderosa Homeowners Association,8754-1995,REG,95,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Reata Homeowners Association,469-1994,REG,32,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
"Pinehurst Condominiums Unit-Owners' Association, Inc.",0274532006-3,REG,360,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
High Noon @ Arlington Ranch Homeowners Association,8377-2004,SUB,342,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Providence At Westlake Association,5403-2003,REG,79,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Vila Di Lago Homeowners' Association,17177-2000,SUB,221,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Wexford Village Homeowners Association,2551-2002,REG,140,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
"Regent At Town Centre Homeowners' Association, The",1906-2005,REG,284,(702) 396-4404,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Sevilla Homeowners Association,0273722006-5,REG,128,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Stonecreek Homeowners Association,19023-1999,REG,20,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Silverado Ranch Court Homeowners Association,0352152007-3,REG,46,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Hillstone Estates Ii Homeowners Association,22845-2001,REG,29,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
"Terrasano Homeowners' Association, Inc.",0157332005-6,REG,117,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Bella Veranda Homeowners Association,8259-2000,SUB,79,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Naples Community Homeowners Association,6869-2000,REG,109,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Breakers Creek Drive Homeowners Association Inc,880-1994,SUB,23,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Briarwood Homeowners Association,2082-1995,REG,54,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Bedford Estates Homeowners Association,0363942008-2,REG,9,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Canyons Estates Homeowners' Association,0374782006-3,REG,90,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Desert Inn Mobile Family Estates Owners Association,4917-1978,REG,403,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Pacific Legends West Condominium Association,4476-1994,REG,210,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
"Montelago Village Association, Inc.",17606-2003,SUB,1350,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89011,Clark
Bilbray Ranch Manor/Estates Homeowners Association,0766182006-5,SUB,173,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Liberty Ranch Homeowners Association,0781272006-5,REG,23,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 105,Las Vegas,NV,89113,Clark
Avalon Condominiums At Seven Hills Homeowners' Association,0857422005-4,REG,320,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Legends At Log Cabin Homeowners Association,0182702006-3,SUB,43,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
"Solana Unit-Owners' Association, Inc",0057182007-8,REG,92,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Sable Oaks Manor Homeowners Association,0227452005-5,REG,38,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Taos Estates Iii Homeowners' Association,28997-2004,REG,30,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Craigmont Villas Homeowner Association,4789-1983,REG,96,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Log Cabin Estates Homeowners Association,0012362006-6,SUB,110,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Capri Unit 2 Homeowners Association,2043-2000,REG,24,(702) 385-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Bilbray Ranch Square Homeowners Association,0766192006-6,SUB,141,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Bilbray Ranch High Noon Homeowners Association,0766332006-4,SUB,165,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Bilbray Ranch Cove East & Crossing West Homeowners Association,0766442006-7,SUB,157,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
"Sunrise Villas Homeowners' Association, I",1071-1973,REG,62,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Blackhorse Homeowners Association,172-2001,REG,264,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Paseo Place Estates Management Corporation,7179-1999,REG,12,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Sunrise Crest Homeowners Association,0006182005-5,MSTR,41,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Log Cabin Manor Homeowners Association,0012412006-3,SUB,339,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Blue Bell Drive Homeowners Association Inc,2305-1991,SUB,27,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Morning Star Property Owners Association,5053-1994,REG,67,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Firethorne I Homeowners Association,2746-1993,REG,86,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Taos Estates Ii Homeowners' Association,10568-2004,REG,30,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Esplanade Community Association,0023002006-7,REG,382,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Cactus Hills Estates Homeowners Association,0073582007-6,REG,98,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Bilbray Ranch Master Homeowners Association,0765892006-9,MSTR,0,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Springs Ranch Homeowners' Association,0493702005-8,REG,105,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Springpointe Condominiums Homeowners Association,1863-1982,REG,174,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Spring Woods Owners' Association,6423-1978,REG,156,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Northridge Gardens Homeowners Association,0087852005-3,REG,52,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark
Pine Grove Condominium Association,2294-1985,REG,99,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
"La Montana Homeowners Association, Inc",8953-2000,REG,16,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Two Crows Owners Association,11733-1995,REG,110,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Canyon Creek Villas Homeowners Association,0824402006-4,REG,280,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Valley Del Paradiso Homeowners Association,2325-1983,REG,96,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Daybreak Gardens Property Owner Association,11995-1998,REG,53,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Deerbrooke Homeowners Association,8860-1992,REG,206,(702) 835-6904,C/O The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark
Veer Towers Unit Owners Association,0366952007-5,REG,670,(702) 590-0990,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Provence Maintenance Association,0671172005-9,REG,93,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Arlington Ranch North Master Association,8381-2004,MSTR,0,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Crystal Springs Neighborhood Homeowners Association,8144-1995,REG,1427,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Liberty At Silverado Ranch Community Association,5772-2002,REG,237,(702) 215-4670,C/O The Prescott Companies,8345 West Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
First Light @ Arlington Ranch Homeowners Association,8384-2004,SUB,378,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Copper Ridge Unit Owners' Association,0134142015-8,REG,248,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd,Las Vegas,NV,89113,Clark
Three Turnberry Place Condominium Association,4644-2001,SUB,187,(702) 732-4242,C/O The Prescott Companies,2747 Paradise Rd,Las Vegas,NV,89109,Clark
Breckenridge At Mountains Edge Homeowners Association,0018092006-9,SUB,162,(702) 215-4670,C/O The Prescott Companies,8345 West Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Pyrenees At Mountains Edge Homeowners Association,0896092005-0,SUB,128,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Hidden Crest/Parkhurst Community Association,0039932010-2,REG,152,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Soho Lofts Homeowners' Association,22310-2004,REG,122,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Segovia Community Association,0279912014-4,SUB,127,(702) 540-9411,C/O The Prescott Companies,8345 W Sunset Rd,Las Vegas,NV,89113,Clark
"Estates Community Association, The",0163472014-1,REG,39,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Monterey At The Las Vegas Country Club Homeowners' Association,23167-2004,SUB,551,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Vdara Unit Owners Association,0366912007-1,REG,1495,(702) 215-4670,C/O The Prescott Companies,8345 W Sunset Rd Ste 150,Las Vegas,NV,89113,Clark
Maryland Haciendas Homeowners Association Inc.,24042-2001,REG,67,(702) 737-0190,C/O The Property Group,3286 Brentwood St,Las Vegas,NV,89121,Clark
"Westwood Estates Owners Association, Inc.",21986-1998,REG,81,(702) 737-0190,C/O The Property Group,3286 Brentwood St,Las Vegas,NV,89121,Clark
Las Quintas Property Owners Association,7015-1985,REG,63,(702) 737-0190,C/O The Property Group,3286 Brentwood St,Las Vegas,NV,89121,Clark
